date,county,fips,Staff Confirmed Cases,Patients Confirmed Cases,Staff Deaths,Patients Deaths,state,state2
2020-08-08,Orange,59,1296,1739,8,200,California,CA
2020-08-08,Placer,61,10,21,0,5,California,CA
2020-08-08,Plumas,63,1,0,0,0,California,CA
2020-08-08,Riverside,65,969,1452,6,133,California,CA
2020-08-08,Sacramento,67,237,323,2,21,California,CA
2020-08-08,San Benito,69,2,1,1,2,California,CA
2020-08-08,San Bernardino,71,916,1596,9,137,California,CA
2020-08-08,San Diego,73,618,1042,6,123,California,CA
2020-08-08,San Francisco,75,138,140,1,16,California,CA
2020-08-08,San Joaquin,77,480,577,2,37,California,CA
2020-08-08,San Luis Obispo,79,27,29,0,4,California,CA
2020-08-08,San Mateo,81,147,292,3,45,California,CA
2020-08-08,Santa Barbara,83,91,125,1,6,California,CA
2020-08-08,Santa Clara,85,317,363,1,31,California,CA
2020-08-08,Santa Cruz,87,7,5,0,0,California,CA
2020-08-08,Shasta,89,4,4,0,1,California,CA
2020-08-08,Solano,95,42,115,0,11,California,CA
2020-08-08,Sonoma,97,110,219,1,7,California,CA
2020-08-08,Stanislaus,99,279,468,1,51,California,CA
2020-08-08,Sutter,101,16,2,0,0,California,CA
2020-08-08,Tulare,107,320,535,1,83,California,CA
2020-08-08,Tuolumne,109,2,0,0,0,California,CA
2020-08-08,Ventura,111,223,140,0,8,California,CA
2020-08-08,Yolo,113,34,53,1,16,California,CA
2020-08-08,Yuba,115,1,0,0,0,California,CA
2020-08-09,Alameda,1,369,695,5,52,California,CA
2020-08-09,Amador,5,16,33,0,1,California,CA
2020-08-09,Butte,7,33,38,1,2,California,CA
2020-08-09,Calaveras,9,1,1,0,0,California,CA
2020-08-09,Colusa,11,40,29,0,1,California,CA
2020-08-09,Contra Costa,13,238,398,4,50,California,CA
2020-08-09,El Dorado,17,4,1,0,0,California,CA
2020-08-09,Fresno,19,292,345,3,49,California,CA
2020-08-09,Glenn,21,1,0,0,0,California,CA
2020-08-09,Humboldt,23,3,2,1,2,California,CA
2020-08-09,Imperial,25,98,125,1,19,California,CA
2020-08-09,Inyo,27,1,19,0,1,California,CA
2020-08-09,Kern,29,363,388,0,27,California,CA
2020-08-09,Kings,31,77,90,0,23,California,CA
2020-08-09,Los Angeles,37,6688,10354,56,1568,California,CA
2020-08-09,Madera,39,58,127,0,16,California,CA
2020-08-09,Marin,41,133,205,1,23,California,CA
2020-08-09,Mendocino,45,3,25,1,2,California,CA
2020-08-09,Merced,47,36,55,0,2,California,CA
2020-08-09,Monterey,53,68,38,0,3,California,CA
2020-08-09,Napa,55,19,43,1,2,California,CA
2020-08-09,Nevada,57,4,1,0,0,California,CA
2020-08-09,Orange,59,1299,1764,8,200,California,CA
2020-08-09,Placer,61,10,21,0,5,California,CA
2020-08-09,Plumas,63,1,0,0,0,California,CA
2020-08-09,Riverside,65,971,1476,6,133,California,CA
2020-08-09,Sacramento,67,267,357,2,22,California,CA
2020-08-09,San Benito,69,2,1,1,2,California,CA
2020-08-09,San Bernardino,71,919,1598,9,138,California,CA
2020-08-09,San Diego,73,622,1045,6,123,California,CA
2020-08-09,San Francisco,75,138,140,1,16,California,CA
2020-08-09,San Joaquin,77,483,597,2,37,California,CA
2020-08-09,San Luis Obispo,79,27,29,0,4,California,CA
2020-08-09,San Mateo,81,147,293,3,45,California,CA
2020-08-09,Santa Barbara,83,91,125,1,6,California,CA
2020-08-09,Santa Clara,85,319,363,1,31,California,CA
2020-08-09,Santa Cruz,87,7,5,0,0,California,CA
2020-08-09,Shasta,89,4,4,0,1,California,CA
2020-08-09,Solano,95,42,115,0,11,California,CA
2020-08-09,Sonoma,97,110,221,1,7,California,CA
2020-08-09,Stanislaus,99,285,472,1,51,California,CA
2020-08-09,Sutter,101,16,2,0,0,California,CA
2020-08-09,Tulare,107,332,537,1,83,California,CA
2020-08-09,Tuolumne,109,2,0,0,0,California,CA
2020-08-09,Ventura,111,223,140,0,8,California,CA
2020-08-09,Yolo,113,44,53,1,16,California,CA
2020-08-09,Yuba,115,1,0,0,0,California,CA
2020-08-10,Alameda,1,372,699,5,52,California,CA
2020-08-10,Amador,5,17,44,0,1,California,CA
2020-08-10,Butte,7,33,38,1,2,California,CA
2020-08-10,Calaveras,9,1,1,0,0,California,CA
2020-08-10,Colusa,11,40,29,0,1,California,CA
2020-08-10,Contra Costa,13,239,398,4,50,California,CA
2020-08-10,El Dorado,17,4,1,0,0,California,CA
2020-08-10,Fresno,19,295,345,3,49,California,CA
2020-08-10,Glenn,21,1,0,0,0,California,CA
2020-08-10,Humboldt,23,3,2,1,2,California,CA
2020-08-10,Imperial,25,98,125,1,19,California,CA
2020-08-10,Inyo,27,1,19,0,1,California,CA
2020-08-10,Kern,29,366,396,0,27,California,CA
2020-08-10,Kings,31,77,90,0,23,California,CA
2020-08-10,Los Angeles,37,6743,10406,56,1570,California,CA
2020-08-10,Madera,39,58,127,0,16,California,CA
2020-08-10,Marin,41,133,205,1,23,California,CA
2020-08-10,Mendocino,45,3,25,1,2,California,CA
2020-08-10,Merced,47,36,56,0,2,California,CA
2020-08-10,Monterey,53,68,38,0,3,California,CA
2020-08-10,Napa,55,19,43,1,2,California,CA
2020-08-10,Nevada,57,4,1,0,0,California,CA
2020-08-10,Orange,59,1310,1771,8,202,California,CA
2020-08-10,Placer,61,10,21,0,5,California,CA
2020-08-10,Plumas,63,1,0,0,0,California,CA
2020-08-10,Riverside,65,987,1483,6,135,California,CA
2020-08-10,Sacramento,67,271,372,2,22,California,CA
2020-08-10,San Benito,69,2,1,1,2,California,CA
2020-08-10,San Bernardino,71,935,1621,9,138,California,CA
2020-08-10,San Diego,73,637,1045,6,123,California,CA
2020-08-10,San Francisco,75,139,156,1,16,California,CA
2020-08-10,San Joaquin,77,485,608,2,37,California,CA
2020-08-10,San Luis Obispo,79,27,29,0,4,California,CA
2020-08-10,San Mateo,81,147,293,3,45,California,CA
2020-08-10,Santa Barbara,83,92,126,1,7,California,CA
2020-08-10,Santa Clara,85,322,363,1,31,California,CA
2020-08-10,Santa Cruz,87,8,5,0,0,California,CA
2020-08-10,Shasta,89,4,4,0,1,California,CA
2020-08-10,Solano,95,42,116,0,11,California,CA
2020-08-10,Sonoma,97,110,223,1,7,California,CA
2020-08-10,Stanislaus,99,311,521,1,51,California,CA
2020-08-10,Sutter,101,16,2,0,0,California,CA
2020-08-10,Tulare,107,334,537,1,84,California,CA
2020-08-10,Tuolumne,109,2,0,0,0,California,CA
2020-08-10,Ventura,111,224,140,0,8,California,CA
2020-08-10,Yolo,113,44,53,1,16,California,CA
2020-08-10,Yuba,115,1,0,0,0,California,CA
2020-08-11,Alameda,1,374,701,5,52,California,CA
2020-08-11,Amador,5,19,44,0,1,California,CA
2020-08-11,Butte,7,33,38,1,3,California,CA
2020-08-11,Calaveras,9,1,1,0,0,California,CA
2020-08-11,Colusa,11,40,29,0,1,California,CA
2020-08-11,Contra Costa,13,246,399,4,51,California,CA
2020-08-11,El Dorado,17,4,1,0,0,California,CA
2020-08-11,Fresno,19,296,345,3,50,California,CA
2020-08-11,Glenn,21,1,0,0,0,California,CA
2020-08-11,Humboldt,23,3,2,1,2,California,CA
2020-08-11,Imperial,25,98,125,1,19,California,CA
2020-08-11,Inyo,27,1,25,0,1,California,CA
2020-08-11,Kern,29,366,396,0,27,California,CA
2020-08-11,Kings,31,77,90,0,23,California,CA
2020-08-11,Los Angeles,37,6776,10474,56,1572,California,CA
2020-08-11,Madera,39,58,127,0,16,California,CA
2020-08-11,Marin,41,133,206,1,23,California,CA
2020-08-11,Mendocino,45,3,25,1,2,California,CA
2020-08-11,Merced,47,39,67,0,2,California,CA
2020-08-11,Monterey,53,68,38,0,3,California,CA
2020-08-11,Napa,55,19,46,1,2,California,CA
2020-08-11,Nevada,57,4,1,0,0,California,CA
2020-08-11,Orange,59,1312,1771,8,204,California,CA
2020-08-11,Placer,61,10,21,0,5,California,CA
2020-08-11,Plumas,63,1,0,0,0,California,CA
2020-08-11,Riverside,65,993,1498,6,136,California,CA
2020-08-11,Sacramento,67,283,392,2,22,California,CA
2020-08-11,San Benito,69,2,1,1,2,California,CA
2020-08-11,San Bernardino,71,944,1657,9,138,California,CA
2020-08-11,San Diego,73,637,1046,6,123,California,CA
2020-08-11,San Francisco,75,141,157,1,16,California,CA
2020-08-11,San Joaquin,77,487,620,2,47,California,CA
2020-08-11,San Luis Obispo,79,27,29,0,4,California,CA
2020-08-11,San Mateo,81,147,294,3,45,California,CA
2020-08-11,Santa Barbara,83,92,126,1,7,California,CA
2020-08-11,Santa Clara,85,324,364,2,31,California,CA
2020-08-11,Santa Cruz,87,8,5,0,0,California,CA
2020-08-11,Shasta,89,4,4,0,1,California,CA
2020-08-11,Solano,95,42,117,0,11,California,CA
2020-08-11,Sonoma,97,112,224,1,7,California,CA
2020-08-11,Stanislaus,99,314,551,1,52,California,CA
2020-08-11,Sutter,101,17,2,0,0,California,CA
2020-08-11,Tulare,107,336,546,1,84,California,CA
2020-08-11,Tuolumne,109,2,0,0,0,California,CA
2020-08-11,Ventura,111,225,141,0,8,California,CA
2020-08-11,Yolo,113,44,53,1,16,California,CA
2020-08-11,Yuba,115,1,0,0,0,California,CA
2020-08-12,Alameda,1,398,701,5,52,California,CA
2020-08-12,Amador,5,19,48,0,12,California,CA
2020-08-12,Butte,7,35,38,1,3,California,CA
2020-08-12,Calaveras,9,1,1,0,0,California,CA
2020-08-12,Colusa,11,40,29,0,1,California,CA
2020-08-12,Contra Costa,13,246,399,4,51,California,CA
2020-08-12,El Dorado,17,4,1,0,0,California,CA
2020-08-12,Fresno,19,320,360,3,50,California,CA
2020-08-12,Glenn,21,1,0,0,0,California,CA
2020-08-12,Humboldt,23,3,2,1,2,California,CA
2020-08-12,Imperial,25,98,125,1,19,California,CA
2020-08-12,Inyo,27,1,26,0,1,California,CA
2020-08-12,Kern,29,370,409,0,28,California,CA
2020-08-12,Kings,31,77,90,0,23,California,CA
2020-08-12,Los Angeles,37,6801,10517,56,1580,California,CA
2020-08-12,Madera,39,58,128,0,18,California,CA
2020-08-12,Marin,41,134,206,1,23,California,CA
2020-08-12,Mendocino,45,3,25,1,2,California,CA
2020-08-12,Merced,47,39,68,0,2,California,CA
2020-08-12,Monterey,53,69,38,0,3,California,CA
2020-08-12,Napa,55,20,46,1,2,California,CA
2020-08-12,Nevada,57,4,1,0,0,California,CA
2020-08-12,Orange,59,1320,1784,8,205,California,CA
2020-08-12,Placer,61,10,24,0,5,California,CA
2020-08-12,Plumas,63,1,0,0,0,California,CA
2020-08-12,Riverside,65,1002,1511,6,136,California,CA
2020-08-12,Sacramento,67,293,413,2,22,California,CA
2020-08-12,San Benito,69,2,1,1,2,California,CA
2020-08-12,San Bernardino,71,948,1663,9,138,California,CA
2020-08-12,San Diego,73,640,1048,6,123,California,CA
2020-08-12,San Francisco,75,151,158,1,16,California,CA
2020-08-12,San Joaquin,77,504,653,2,48,California,CA
2020-08-12,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-12,San Mateo,81,150,294,3,45,California,CA
2020-08-12,Santa Barbara,83,93,126,1,8,California,CA
2020-08-12,Santa Clara,85,334,378,2,31,California,CA
2020-08-12,Santa Cruz,87,8,5,0,0,California,CA
2020-08-12,Shasta,89,4,4,0,1,California,CA
2020-08-12,Solano,95,42,117,0,11,California,CA
2020-08-12,Sonoma,97,120,247,1,7,California,CA
2020-08-12,Stanislaus,99,322,555,1,53,California,CA
2020-08-12,Sutter,101,17,2,0,0,California,CA
2020-08-12,Tulare,107,341,546,1,85,California,CA
2020-08-12,Tuolumne,109,2,0,0,0,California,CA
2020-08-12,Ventura,111,226,143,0,9,California,CA
2020-08-12,Yolo,113,44,53,1,16,California,CA
2020-08-12,Yuba,115,1,0,0,0,California,CA
2020-08-13,Alameda,1,419,710,5,52,California,CA
2020-08-13,Amador,5,20,49,0,13,California,CA
2020-08-13,Butte,7,35,50,1,3,California,CA
2020-08-13,Calaveras,9,1,1,0,0,California,CA
2020-08-13,Colusa,11,40,29,0,1,California,CA
2020-08-13,Contra Costa,13,247,404,4,51,California,CA
2020-08-13,El Dorado,17,4,1,0,0,California,CA
2020-08-13,Fresno,19,333,366,3,51,California,CA
2020-08-13,Glenn,21,1,0,0,0,California,CA
2020-08-13,Humboldt,23,3,2,1,2,California,CA
2020-08-13,Imperial,25,98,136,1,19,California,CA
2020-08-13,Inyo,27,1,33,0,1,California,CA
2020-08-13,Kern,29,375,412,0,28,California,CA
2020-08-13,Kings,31,77,90,0,23,California,CA
2020-08-13,Los Angeles,37,6829,10576,56,1584,California,CA
2020-08-13,Madera,39,59,131,0,18,California,CA
2020-08-13,Marin,41,135,214,1,23,California,CA
2020-08-13,Mendocino,45,3,25,1,2,California,CA
2020-08-13,Merced,47,40,72,0,2,California,CA
2020-08-13,Monterey,53,70,39,0,3,California,CA
2020-08-13,Napa,55,21,46,1,2,California,CA
2020-08-13,Nevada,57,4,1,0,0,California,CA
2020-08-13,Orange,59,1334,1793,8,205,California,CA
2020-08-13,Placer,61,10,24,0,5,California,CA
2020-08-13,Plumas,63,1,0,0,0,California,CA
2020-08-13,Riverside,65,1008,1534,6,136,California,CA
2020-08-13,Sacramento,67,307,417,2,22,California,CA
2020-08-13,San Benito,69,2,1,1,2,California,CA
2020-08-13,San Bernardino,71,965,1720,9,140,California,CA
2020-08-13,San Diego,73,644,1048,6,123,California,CA
2020-08-13,San Francisco,75,153,161,1,16,California,CA
2020-08-13,San Joaquin,77,513,667,2,48,California,CA
2020-08-13,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-13,San Mateo,81,152,294,3,45,California,CA
2020-08-13,Santa Barbara,83,93,126,1,8,California,CA
2020-08-13,Santa Clara,85,336,380,2,31,California,CA
2020-08-13,Santa Cruz,87,8,5,0,0,California,CA
2020-08-13,Shasta,89,4,4,0,1,California,CA
2020-08-13,Solano,95,42,117,0,11,California,CA
2020-08-13,Sonoma,97,122,249,1,8,California,CA
2020-08-13,Stanislaus,99,327,557,1,54,California,CA
2020-08-13,Sutter,101,17,2,0,0,California,CA
2020-08-13,Tulare,107,343,546,1,85,California,CA
2020-08-13,Tuolumne,109,2,0,0,0,California,CA
2020-08-13,Ventura,111,237,154,0,9,California,CA
2020-08-13,Yolo,113,54,53,1,16,California,CA
2020-08-13,Yuba,115,1,0,0,0,California,CA
2020-08-14,Alameda,1,434,726,5,53,California,CA
2020-08-14,Amador,5,21,49,0,14,California,CA
2020-08-14,Butte,7,35,51,1,3,California,CA
2020-08-14,Calaveras,9,1,1,0,0,California,CA
2020-08-14,Colusa,11,40,29,0,1,California,CA
2020-08-14,Contra Costa,13,248,404,4,51,California,CA
2020-08-14,El Dorado,17,4,1,0,0,California,CA
2020-08-14,Fresno,19,346,369,3,52,California,CA
2020-08-14,Glenn,21,1,0,0,0,California,CA
2020-08-14,Humboldt,23,3,2,1,2,California,CA
2020-08-14,Imperial,25,99,136,1,19,California,CA
2020-08-14,Inyo,27,11,40,0,1,California,CA
2020-08-14,Kern,29,381,420,0,29,California,CA
2020-08-14,Kings,31,77,90,0,23,California,CA
2020-08-14,Los Angeles,37,6864,10601,56,1595,California,CA
2020-08-14,Madera,39,59,133,0,18,California,CA
2020-08-14,Marin,41,136,214,1,23,California,CA
2020-08-14,Mendocino,45,3,25,1,2,California,CA
2020-08-14,Merced,47,40,72,1,2,California,CA
2020-08-14,Monterey,53,70,39,0,3,California,CA
2020-08-14,Napa,55,21,46,1,2,California,CA
2020-08-14,Nevada,57,4,1,0,0,California,CA
2020-08-14,Orange,59,1340,1802,9,205,California,CA
2020-08-14,Placer,61,11,24,0,5,California,CA
2020-08-14,Plumas,63,1,0,0,0,California,CA
2020-08-14,Riverside,65,1016,1544,6,136,California,CA
2020-08-14,Sacramento,67,321,425,2,22,California,CA
2020-08-14,San Benito,69,2,1,1,2,California,CA
2020-08-14,San Bernardino,71,989,1743,9,141,California,CA
2020-08-14,San Diego,73,647,1049,6,123,California,CA
2020-08-14,San Francisco,75,153,161,1,16,California,CA
2020-08-14,San Joaquin,77,518,680,2,49,California,CA
2020-08-14,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-14,San Mateo,81,152,295,3,45,California,CA
2020-08-14,Santa Barbara,83,95,127,1,9,California,CA
2020-08-14,Santa Clara,85,339,393,2,31,California,CA
2020-08-14,Santa Cruz,87,8,5,0,0,California,CA
2020-08-14,Shasta,89,4,4,0,1,California,CA
2020-08-14,Solano,95,42,117,0,11,California,CA
2020-08-14,Sonoma,97,141,290,1,8,California,CA
2020-08-14,Stanislaus,99,335,560,1,54,California,CA
2020-08-14,Sutter,101,17,2,0,0,California,CA
2020-08-14,Trinity,105,1,0,0,0,California,CA
2020-08-14,Tulare,107,345,546,1,85,California,CA
2020-08-14,Tuolumne,109,2,0,0,0,California,CA
2020-08-14,Ventura,111,243,157,0,10,California,CA
2020-08-14,Yolo,113,54,53,1,16,California,CA
2020-08-14,Yuba,115,1,0,0,0,California,CA
2020-08-15,Alameda,1,467,764,5,54,California,CA
2020-08-15,Amador,5,21,49,0,14,California,CA
2020-08-15,Butte,7,35,56,1,3,California,CA
2020-08-15,Calaveras,9,1,1,0,0,California,CA
2020-08-15,Colusa,11,40,29,0,1,California,CA
2020-08-15,Contra Costa,13,250,407,4,51,California,CA
2020-08-15,El Dorado,17,4,1,0,0,California,CA
2020-08-15,Fresno,19,363,371,3,52,California,CA
2020-08-15,Glenn,21,1,0,0,0,California,CA
2020-08-15,Humboldt,23,3,2,1,2,California,CA
2020-08-15,Imperial,25,99,136,1,19,California,CA
2020-08-15,Inyo,27,14,41,0,1,California,CA
2020-08-15,Kern,29,393,423,0,29,California,CA
2020-08-15,Kings,31,77,90,0,23,California,CA
2020-08-15,Los Angeles,37,6903,10659,56,1626,California,CA
2020-08-15,Madera,39,59,133,0,18,California,CA
2020-08-15,Marin,41,138,215,1,23,California,CA
2020-08-15,Mendocino,45,3,25,1,2,California,CA
2020-08-15,Merced,47,40,72,1,2,California,CA
2020-08-15,Monterey,53,70,39,0,3,California,CA
2020-08-15,Napa,55,21,46,1,2,California,CA
2020-08-15,Nevada,57,4,1,0,0,California,CA
2020-08-15,Orange,59,1370,1827,9,219,California,CA
2020-08-15,Placer,61,11,24,0,5,California,CA
2020-08-15,Plumas,63,1,0,0,0,California,CA
2020-08-15,Riverside,65,1017,1557,6,136,California,CA
2020-08-15,Sacramento,67,334,437,2,22,California,CA
2020-08-15,San Benito,69,2,1,1,2,California,CA
2020-08-15,San Bernardino,71,996,1763,9,142,California,CA
2020-08-15,San Diego,73,649,1049,6,123,California,CA
2020-08-15,San Francisco,75,154,161,1,16,California,CA
2020-08-15,San Joaquin,77,520,684,2,49,California,CA
2020-08-15,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-15,San Mateo,81,152,295,3,45,California,CA
2020-08-15,Santa Barbara,83,96,127,1,9,California,CA
2020-08-15,Santa Clara,85,343,396,2,31,California,CA
2020-08-15,Santa Cruz,87,8,5,0,0,California,CA
2020-08-15,Shasta,89,4,4,0,1,California,CA
2020-08-15,Solano,95,42,117,0,11,California,CA
2020-08-15,Sonoma,97,149,304,1,8,California,CA
2020-08-15,Stanislaus,99,336,563,1,54,California,CA
2020-08-15,Sutter,101,17,3,0,0,California,CA
2020-08-15,Trinity,105,1,0,0,0,California,CA
2020-08-15,Tulare,107,349,546,1,85,California,CA
2020-08-15,Tuolumne,109,2,0,0,0,California,CA
2020-08-15,Ventura,111,243,166,0,10,California,CA
2020-08-15,Yolo,113,55,53,1,16,California,CA
2020-08-15,Yuba,115,1,0,0,0,California,CA
2020-08-16,Alameda,1,487,788,5,54,California,CA
2020-08-16,Amador,5,21,49,0,14,California,CA
2020-08-16,Butte,7,35,56,1,3,California,CA
2020-08-16,Calaveras,9,1,1,0,0,California,CA
2020-08-16,Colusa,11,40,29,0,1,California,CA
2020-08-16,Contra Costa,13,250,407,4,51,California,CA
2020-08-16,El Dorado,17,4,1,0,0,California,CA
2020-08-16,Fresno,19,366,392,3,53,California,CA
2020-08-16,Glenn,21,1,0,0,0,California,CA
2020-08-16,Humboldt,23,3,2,1,2,California,CA
2020-08-16,Imperial,25,99,136,1,19,California,CA
2020-08-16,Inyo,27,15,41,0,1,California,CA
2020-08-16,Kern,29,393,423,0,29,California,CA
2020-08-16,Kings,31,77,90,0,23,California,CA
2020-08-16,Los Angeles,37,6913,10709,57,1628,California,CA
2020-08-16,Madera,39,59,133,0,18,California,CA
2020-08-16,Marin,41,138,215,1,23,California,CA
2020-08-16,Mendocino,45,3,25,1,2,California,CA
2020-08-16,Merced,47,40,72,1,2,California,CA
2020-08-16,Monterey,53,80,39,0,3,California,CA
2020-08-16,Napa,55,21,49,1,2,California,CA
2020-08-16,Nevada,57,4,1,0,0,California,CA
2020-08-16,Orange,59,1373,1877,9,219,California,CA
2020-08-16,Placer,61,11,24,0,5,California,CA
2020-08-16,Plumas,63,1,0,0,0,California,CA
2020-08-16,Riverside,65,1047,1566,6,136,California,CA
2020-08-16,Sacramento,67,341,462,2,22,California,CA
2020-08-16,San Benito,69,2,1,1,2,California,CA
2020-08-16,San Bernardino,71,998,1764,9,142,California,CA
2020-08-16,San Diego,73,650,1049,6,123,California,CA
2020-08-16,San Francisco,75,154,161,1,16,California,CA
2020-08-16,San Joaquin,77,521,728,2,49,California,CA
2020-08-16,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-16,San Mateo,81,152,295,4,45,California,CA
2020-08-16,Santa Barbara,83,96,127,1,9,California,CA
2020-08-16,Santa Clara,85,344,399,2,31,California,CA
2020-08-16,Santa Cruz,87,8,5,0,0,California,CA
2020-08-16,Shasta,89,4,4,0,1,California,CA
2020-08-16,Solano,95,42,117,0,11,California,CA
2020-08-16,Sonoma,97,150,312,1,9,California,CA
2020-08-16,Stanislaus,99,340,571,1,55,California,CA
2020-08-16,Sutter,101,17,3,0,0,California,CA
2020-08-16,Trinity,105,1,0,0,0,California,CA
2020-08-16,Tulare,107,350,547,1,86,California,CA
2020-08-16,Tuolumne,109,2,0,0,0,California,CA
2020-08-16,Ventura,111,244,166,0,10,California,CA
2020-08-16,Yolo,113,55,54,1,16,California,CA
2020-08-16,Yuba,115,1,0,0,0,California,CA
2020-08-17,Alameda,1,492,808,5,55,California,CA
2020-08-17,Amador,5,21,49,0,16,California,CA
2020-08-17,Butte,7,35,56,1,3,California,CA
2020-08-17,Calaveras,9,1,1,0,0,California,CA
2020-08-17,Colusa,11,40,29,0,1,California,CA
2020-08-17,Contra Costa,13,250,407,4,51,California,CA
2020-08-17,El Dorado,17,4,1,0,0,California,CA
2020-08-17,Fresno,19,370,397,3,53,California,CA
2020-08-17,Glenn,21,1,0,0,0,California,CA
2020-08-17,Humboldt,23,3,2,1,2,California,CA
2020-08-17,Imperial,25,99,136,1,19,California,CA
2020-08-17,Inyo,27,16,41,0,1,California,CA
2020-08-17,Kern,29,396,423,0,29,California,CA
2020-08-17,Kings,31,77,90,0,23,California,CA
2020-08-17,Los Angeles,37,6933,10724,58,1631,California,CA
2020-08-17,Madera,39,59,133,0,18,California,CA
2020-08-17,Marin,41,138,216,1,23,California,CA
2020-08-17,Mendocino,45,3,25,1,2,California,CA
2020-08-17,Merced,47,40,75,1,2,California,CA
2020-08-17,Monterey,53,85,39,0,3,California,CA
2020-08-17,Napa,55,21,49,1,12,California,CA
2020-08-17,Nevada,57,4,1,0,0,California,CA
2020-08-17,Orange,59,1383,1892,9,234,California,CA
2020-08-17,Placer,61,11,25,0,5,California,CA
2020-08-17,Plumas,63,1,0,0,0,California,CA
2020-08-17,Riverside,65,1048,1567,6,136,California,CA
2020-08-17,Sacramento,67,347,465,2,22,California,CA
2020-08-17,San Benito,69,2,1,1,2,California,CA
2020-08-17,San Bernardino,71,1007,1764,9,142,California,CA
2020-08-17,San Diego,73,651,1049,6,123,California,CA
2020-08-17,San Francisco,75,155,161,1,16,California,CA
2020-08-17,San Joaquin,77,531,739,2,49,California,CA
2020-08-17,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-17,San Mateo,81,152,295,4,45,California,CA
2020-08-17,Santa Barbara,83,96,127,1,9,California,CA
2020-08-17,Santa Clara,85,365,404,2,31,California,CA
2020-08-17,Santa Cruz,87,8,5,0,0,California,CA
2020-08-17,Shasta,89,5,4,0,1,California,CA
2020-08-17,Solano,95,42,117,0,11,California,CA
2020-08-17,Sonoma,97,151,313,1,9,California,CA
2020-08-17,Stanislaus,99,349,584,1,56,California,CA
2020-08-17,Sutter,101,17,3,0,0,California,CA
2020-08-17,Trinity,105,1,0,0,0,California,CA
2020-08-17,Tulare,107,350,547,1,86,California,CA
2020-08-17,Tuolumne,109,2,0,0,0,California,CA
2020-08-17,Ventura,111,244,168,0,10,California,CA
2020-08-17,Yolo,113,56,54,1,16,California,CA
2020-08-17,Yuba,115,1,0,0,0,California,CA
2020-08-18,Alameda,1,508,822,5,55,California,CA
2020-08-18,Amador,5,23,51,0,16,California,CA
2020-08-18,Butte,7,47,75,1,4,California,CA
2020-08-18,Calaveras,9,1,1,0,1,California,CA
2020-08-18,Colusa,11,40,29,0,1,California,CA
2020-08-18,Contra Costa,13,251,407,4,51,California,CA
2020-08-18,El Dorado,17,4,1,0,0,California,CA
2020-08-18,Fresno,19,372,399,3,54,California,CA
2020-08-18,Glenn,21,1,0,0,0,California,CA
2020-08-18,Humboldt,23,3,2,1,2,California,CA
2020-08-18,Imperial,25,99,136,1,19,California,CA
2020-08-18,Inyo,27,16,52,0,1,California,CA
2020-08-18,Kern,29,397,424,0,29,California,CA
2020-08-18,Kings,31,77,90,0,23,California,CA
2020-08-18,Los Angeles,37,6945,10748,58,1635,California,CA
2020-08-18,Madera,39,78,143,0,19,California,CA
2020-08-18,Marin,41,140,217,1,23,California,CA
2020-08-18,Mendocino,45,3,25,1,2,California,CA
2020-08-18,Merced,47,40,75,1,2,California,CA
2020-08-18,Monterey,53,85,39,0,3,California,CA
2020-08-18,Napa,55,22,49,1,12,California,CA
2020-08-18,Nevada,57,4,1,0,0,California,CA
2020-08-18,Orange,59,1408,1900,9,244,California,CA
2020-08-18,Placer,61,11,25,0,5,California,CA
2020-08-18,Plumas,63,1,0,0,0,California,CA
2020-08-18,Riverside,65,1050,1572,6,136,California,CA
2020-08-18,Sacramento,67,352,468,2,32,California,CA
2020-08-18,San Benito,69,2,1,1,2,California,CA
2020-08-18,San Bernardino,71,1021,1757,9,143,California,CA
2020-08-18,San Diego,73,673,1051,6,123,California,CA
2020-08-18,San Francisco,75,155,161,1,16,California,CA
2020-08-18,San Joaquin,77,547,742,2,49,California,CA
2020-08-18,San Luis Obispo,79,28,29,0,4,California,CA
2020-08-18,San Mateo,81,153,295,4,45,California,CA
2020-08-18,Santa Barbara,83,96,127,1,9,California,CA
2020-08-18,Santa Clara,85,366,416,2,32,California,CA
2020-08-18,Santa Cruz,87,8,5,0,0,California,CA
2020-08-18,Shasta,89,5,4,0,1,California,CA
2020-08-18,Solano,95,42,117,0,11,California,CA
2020-08-18,Sonoma,97,153,314,1,9,California,CA
2020-08-18,Stanislaus,99,360,592,1,56,California,CA
2020-08-18,Sutter,101,17,3,0,0,California,CA
2020-08-18,Trinity,105,1,0,0,0,California,CA
2020-08-18,Tulare,107,352,557,1,86,California,CA
2020-08-18,Tuolumne,109,2,0,0,0,California,CA
2020-08-18,Ventura,111,245,169,0,10,California,CA
2020-08-18,Yolo,113,56,54,1,16,California,CA
2020-08-18,Yuba,115,1,0,0,0,California,CA
2020-08-19,Alameda,1,529,827,5,56,California,CA
2020-08-19,Amador,5,23,52,0,16,California,CA
2020-08-19,Butte,7,47,76,1,4,California,CA
2020-08-19,Calaveras,9,1,1,0,1,California,CA
